Line  Address  Name        Address 2 Name 2      Ratio BBlocks 1 BBlocks 2 Description                            
----  -------  ----        --------- ------      ----- --------- --------- -----------                            
03399 0803801c sub_803801C 080384d0  sub_80384D0 1.000 1         1         Same cleaned up assembly or pseudo-code
03400 080380a8 sub_80380A8 0803855c  sub_803855C 1.000 20        20        Same cleaned up assembly or pseudo-code
03401 08038218 sub_8038218 080386cc  sub_80386CC 1.000 18        18        Same cleaned up assembly or pseudo-code
03402 0803831c sub_803831C 080387d0  sub_80387D0 1.000 9         9         Same cleaned up assembly or pseudo-code
03403 080383e0 sub_80383E0 08038894  sub_8038894 1.000 4         4         Same cleaned up assembly or pseudo-code
03404 0803845c sub_803845C 08038910  sub_8038910 1.000 4         4         Same cleaned up assembly or pseudo-code
03405 0803850c sub_803850C 080389c0  sub_80389C0 1.000 3         3         Same cleaned up assembly or pseudo-code
03406 08038558 sub_8038558 08038a0c  sub_8038A0C 1.000 37        37        Same cleaned up assembly or pseudo-code
03407 080387b0 sub_80387B0 08038c64  sub_8038C64 1.000 27        27        Same cleaned up assembly or pseudo-code
03408 08038964 sub_8038964 08038e18  sub_8038E18 1.000 1         1         Same cleaned up assembly or pseudo-code
03409 080389b8 sub_80389B8 08038e6c  sub_8038E6C 1.000 8         8         Same cleaned up assembly or pseudo-code
03410 08038a7c sub_8038A7C 08038f30  sub_8038F30 1.000 27        27        Same cleaned up assembly or pseudo-code
03411 08038c44 sub_8038C44 080390f8  sub_80390F8 1.000 18        18        Same cleaned up assembly or pseudo-code
03412 08038f38 sub_8038F38 080393ec  sub_80393EC 1.000 1         1         Same cleaned up assembly or pseudo-code
03413 08038fa4 sub_8038FA4 08039458  sub_8039458 1.000 7         7         Same cleaned up assembly or pseudo-code
03414 08039010 sub_8039010 080394c4  sub_80394C4 1.000 8         8         Same cleaned up assembly or pseudo-code
03415 08039094 sub_8039094 08039548  sub_8039548 1.000 11        11        Same cleaned up assembly or pseudo-code
03416 08039184 sub_8039184 08039638  sub_8039638 1.000 8         8         Same cleaned up assembly or pseudo-code
03417 080392b4 sub_80392B4 08039768  sub_8039768 1.000 11        11        Same cleaned up assembly or pseudo-code
03418 08039344 sub_8039344 080397f8  sub_80397F8 1.000 8         8         Same cleaned up assembly or pseudo-code
03419 080393bc sub_80393BC 08039870  sub_8039870 1.000 3         3         Same cleaned up assembly or pseudo-code
03420 080393e8 sub_80393E8 0803989c  sub_803989C 1.000 22        22        Same cleaned up assembly or pseudo-code
03421 08039534 sub_8039534 080399e8  sub_80399E8 1.000 32        32        Same cleaned up assembly or pseudo-code
03422 08039704 sub_8039704 08039bb8  sub_8039BB8 1.000 7         7         Same cleaned up assembly or pseudo-code
03423 0803975c sub_803975C 08039c10  sub_8039C10 1.000 8         8         Same cleaned up assembly or pseudo-code
03424 080397dc sub_80397DC 08039c90  sub_8039C90 1.000 13        13        Same cleaned up assembly or pseudo-code
03425 08039894 sub_8039894 08039d48  sub_8039D48 1.000 6         6         Same cleaned up assembly or pseudo-code
03426 080399f8 sub_80399F8 08039eac  sub_8039EAC 1.000 21        21        Same cleaned up assembly or pseudo-code
03427 08039b04 sub_8039B04 08039fb8  sub_8039FB8 1.000 23        23        Same cleaned up assembly or pseudo-code
03428 08039c58 sub_8039C58 0803a10c  sub_803A10C 1.000 9         9         Same cleaned up assembly or pseudo-code
03429 08039ccc sub_8039CCC 0803a180  sub_803A180 1.000 8         8         Same cleaned up assembly or pseudo-code
03430 08039d48 sub_8039D48 0803a1fc  sub_803A1FC 1.000 1         1         Same cleaned up assembly or pseudo-code
03431 08039dd8 sub_8039DD8 0803a28c  sub_803A28C 1.000 16        16        Same cleaned up assembly or pseudo-code
03432 08039efc sub_8039EFC 0803a3b0  sub_803A3B0 1.000 5         5         Same cleaned up assembly or pseudo-code
03433 08039f60 sub_8039F60 0803a414  sub_803A414 1.000 14        14        Same cleaned up assembly or pseudo-code
03434 0803a0c0 sub_803A0C0 0803a574  sub_803A574 1.000 18        18        Same cleaned up assembly or pseudo-code
03435 0803a3f0 sub_803A3F0 0803a8a4  sub_803A8A4 1.000 4         4         Same cleaned up assembly or pseudo-code
03436 0803a420 sub_803A420 0803a8d4  sub_803A8D4 1.000 4         4         Same cleaned up assembly or pseudo-code
03437 0803a4d8 sub_803A4D8 0803a98c  sub_803A98C 1.000 8         8         Same cleaned up assembly or pseudo-code
03438 0803a58c sub_803A58C 0803aa40  sub_803AA40 1.000 1         1         Same cleaned up assembly or pseudo-code
03439 0803a5bc sub_803A5BC 0803aa70  sub_803AA70 1.000 13        13        Same cleaned up assembly or pseudo-code
03440 0803a6bc sub_803A6BC 0803ab70  sub_803AB70 1.000 7         7         Same cleaned up assembly or pseudo-code
03441 0803a71c sub_803A71C 0803abd0  sub_803ABD0 1.000 5         5         Same cleaned up assembly or pseudo-code
03442 0803a754 sub_803A754 0803ac08  sub_803AC08 1.000 6         6         Same cleaned up assembly or pseudo-code
03443 0803a7c8 sub_803A7C8 0803ac7c  sub_803AC7C 1.000 5         5         Same cleaned up assembly or pseudo-code
03444 0803a828 sub_803A828 0803acdc  sub_803ACDC 1.000 5         5         Same cleaned up assembly or pseudo-code
03445 0803a874 sub_803A874 0803ad28  sub_803AD28 1.000 6         6         Same cleaned up assembly or pseudo-code
03446 0803a8c4 sub_803A8C4 0803ad78  sub_803AD78 1.000 25        25        Same cleaned up assembly or pseudo-code
03447 0803aa70 sub_803AA70 0803af24  sub_803AF24 1.000 10        10        Same cleaned up assembly or pseudo-code
03448 0803aad8 sub_803AAD8 0803af8c  sub_803AF8C 1.000 11        11        Same cleaned up assembly or pseudo-code
03449 0803ac50 sub_803AC50 0803b104  sub_803B104 1.000 21        21        Same cleaned up assembly or pseudo-code
03450 0803adc8 sub_803ADC8 0803b27c  sub_803B27C 1.000 25        25        Same cleaned up assembly or pseudo-code
03451 0803af98 sub_803AF98 0803b44c  sub_803B44C 1.000 15        15        Same cleaned up assembly or pseudo-code
03452 0803b0a4 sub_803B0A4 0803b558  sub_803B558 1.000 20        20        Same cleaned up assembly or pseudo-code
03453 0803b1fc sub_803B1FC 0803b6b0  sub_803B6B0 1.000 18        18        Same cleaned up assembly or pseudo-code
03454 0803b340 sub_803B340 0803b7f4  sub_803B7F4 1.000 9         9         Same cleaned up assembly or pseudo-code
03455 0803b398 sub_803B398 0803b84c  sub_803B84C 1.000 7         7         Same cleaned up assembly or pseudo-code
03456 0803b3ec sub_803B3EC 0803b8a0  sub_803B8A0 1.000 22        22        Same cleaned up assembly or pseudo-code
03457 0803b578 sub_803B578 0803ba2c  sub_803BA2C 1.000 21        21        Same cleaned up assembly or pseudo-code
03458 0803b6fc sub_803B6FC 0803bbb0  sub_803BBB0 1.000 17        18        Same cleaned up assembly or pseudo-code
03459 0803b83c sub_803B83C 0803bcf0  sub_803BCF0 1.000 31        31        Same cleaned up assembly or pseudo-code
03460 0803b9c4 sub_803B9C4 0803be78  sub_803BE78 1.000 8         8         Same cleaned up assembly or pseudo-code
03461 0803ba18 sub_803BA18 0803becc  sub_803BECC 1.000 13        13        Same cleaned up assembly or pseudo-code
03462 0803baa8 sub_803BAA8 0803bf5c  sub_803BF5C 1.000 6         6         Same cleaned up assembly or pseudo-code
03463 0803bb40 sub_803BB40 0803bff4  sub_803BFF4 1.000 12        12        Same cleaned up assembly or pseudo-code
03464 0803bc28 sub_803BC28 0803c0dc  sub_803C0DC 1.000 5         5         Same cleaned up assembly or pseudo-code
03465 0803bce8 sub_803BCE8 0803c19c  sub_803C19C 1.000 5         5         Same cleaned up assembly or pseudo-code
03466 0803bd3c sub_803BD3C 0803c1f0  sub_803C1F0 1.000 4         4         Same cleaned up assembly or pseudo-code
03467 0803bd64 sub_803BD64 0803c218  sub_803C218 1.000 8         8         Same cleaned up assembly or pseudo-code
03468 0803bea0 sub_803BEA0 0803c354  sub_803C354 1.000 1         1         Same cleaned up assembly or pseudo-code
03469 0803bed0 sub_803BED0 0803c384  sub_803C384 1.000 1         1         Same cleaned up assembly or pseudo-code
03470 0803bf00 sub_803BF00 0803c3b4  sub_803C3B4 1.000 1         1         Same cleaned up assembly or pseudo-code
03471 0803bf30 sub_803BF30 0803c3e4  sub_803C3E4 1.000 1         1         Same cleaned up assembly or pseudo-code
03472 0803bf60 sub_803BF60 0803c414  sub_803C414 1.000 1         1         Same cleaned up assembly or pseudo-code
03473 0803bf8c sub_803BF8C 0803c440  sub_803C440 1.000 1         1         Same cleaned up assembly or pseudo-code
03474 0803bfc0 sub_803BFC0 0803c474  sub_803C474 1.000 1         1         Same cleaned up assembly or pseudo-code
03475 0803bff4 sub_803BFF4 0803c4a8  sub_803C4A8 1.000 1         1         Same cleaned up assembly or pseudo-code
03476 0803c024 sub_803C024 0803c4d8  sub_803C4D8 1.000 1         1         Same cleaned up assembly or pseudo-code
03477 0803c058 sub_803C058 0803c50c  sub_803C50C 1.000 1         1         Same cleaned up assembly or pseudo-code
03478 0803c08c sub_803C08C 0803c540  sub_803C540 1.000 1         1         Same cleaned up assembly or pseudo-code
03479 0803c0fc sub_803C0FC 0803c5b0  sub_803C5B0 1.000 1         1         Same cleaned up assembly or pseudo-code
03480 0803c47c sub_803C47C 0803c930  sub_803C930 1.000 1         1         Same cleaned up assembly or pseudo-code
03481 0803c4f8 sub_803C4F8 0803c9ac  sub_803C9AC 1.000 1         1         Same cleaned up assembly or pseudo-code
03482 0803c558 sub_803C558 0803ca0c  sub_803CA0C 1.000 33        33        Same cleaned up assembly or pseudo-code
03483 0803c79c sub_803C79C 0803cc50  sub_803CC50 1.000 31        31        Same cleaned up assembly or pseudo-code
03484 0803c90c sub_803C90C 0803cdc0  sub_803CDC0 1.000 3         3         Same cleaned up assembly or pseudo-code
03485 0803d688 sub_803D688 0803db38  sub_803DB38 1.000 1         1         Same cleaned up assembly or pseudo-code
03486 0803d6e8 sub_803D6E8 0803db98  sub_803DB98 1.000 9         9         Same cleaned up assembly or pseudo-code
03487 0803d758 sub_803D758 0803dc08  sub_803DC08 1.000 1         1         Same cleaned up assembly or pseudo-code
03488 0803d780 sub_803D780 0803dc30  sub_803DC30 1.000 3         3         Same cleaned up assembly or pseudo-code
03489 0803d7c4 sub_803D7C4 0803dc74  sub_803DC74 1.000 13        13        Same cleaned up assembly or pseudo-code
03490 0803d870 sub_803D870 0803dd20  sub_803DD20 1.000 6         6         Same cleaned up assembly or pseudo-code
03491 0803d8f0 sub_803D8F0 0803dda0  sub_803DDA0 1.000 1         1         Same cleaned up assembly or pseudo-code
03492 0803d964 sub_803D964 0803de14  sub_803DE14 1.000 1         1         Same cleaned up assembly or pseudo-code
03493 0803d988 sub_803D988 0803de38  sub_803DE38 1.000 1         1         Same cleaned up assembly or pseudo-code
03494 0803d9a8 sub_803D9A8 0803de58  sub_803DE58 1.000 3         3         Same cleaned up assembly or pseudo-code
03495 0803da24 sub_803DA24 0803ded4  sub_803DED4 1.000 1         1         Same cleaned up assembly or pseudo-code
03496 0803dae4 sub_803DAE4 0803df94  sub_803DF94 1.000 3         3         Same cleaned up assembly or pseudo-code
03497 0803db6c sub_803DB6C 0803e01c  sub_803E01C 1.000 4         4         Same cleaned up assembly or pseudo-code
03498 0803db88 sub_803DB88 0803e038  sub_803E038 1.000 1         1         Same cleaned up assembly or pseudo-code
03499 0803dbb8 sub_803DBB8 0803e068  sub_803E068 1.000 1         1         Same cleaned up assembly or pseudo-code
03500 0803dbd0 sub_803DBD0 0803e080  sub_803E080 1.000 1         1         Same cleaned up assembly or pseudo-code
03501 0803dc28 sub_803DC28 0803e0d8  sub_803E0D8 1.000 1         1         Same cleaned up assembly or pseudo-code
03502 0803dc8c sub_803DC8C 0803e13c  sub_803E13C 1.000 4         4         Same cleaned up assembly or pseudo-code
03503 0803dcf0 sub_803DCF0 0803e1a0  sub_803E1A0 1.000 7         7         Same cleaned up assembly or pseudo-code
03504 0803ddd0 sub_803DDD0 0803e280  sub_803E280 1.000 1         1         Same cleaned up assembly or pseudo-code
03505 0803de94 sub_803DE94 0807bc54  sub_807BC54 1.000 1         1         Same cleaned up assembly or pseudo-code
03506 0803e6b0 sub_803E6B0 0803eb44  sub_803EB44 1.000 10        10        Same cleaned up assembly or pseudo-code
03507 0803e714 sub_803E714 0803eba8  sub_803EBA8 1.000 18        18        Same cleaned up assembly or pseudo-code
03508 0803e8e4 sub_803E8E4 0803ed78  sub_803ED78 1.000 3         3         Same cleaned up assembly or pseudo-code
03509 0803efc4 sub_803EFC4 0803f454  sub_803F454 1.000 14        14        Same cleaned up assembly or pseudo-code
03510 0803f0c4 sub_803F0C4 0803f554  sub_803F554 1.000 1         1         Same cleaned up assembly or pseudo-code
03511 0803f504 sub_803F504 0803f9b8  sub_803F9B8 1.000 8         8         Same cleaned up assembly or pseudo-code
03512 0803f6c4 sub_803F6C4 0803fb84  sub_803FB84 1.000 7         7         Same cleaned up assembly or pseudo-code
03513 0803f938 sub_803F938 08040044  sub_8040044 1.000 1         1         Same cleaned up assembly or pseudo-code
03514 0803f950 sub_803F950 0804005c  sub_804005C 1.000 3         3         Same cleaned up assembly or pseudo-code
03515 0803f990 sub_803F990 0804009c  sub_804009C 1.000 1         1         Same cleaned up assembly or pseudo-code
03516 0803f9bc sub_803F9BC 080400c8  sub_80400C8 1.000 3         3         Same cleaned up assembly or pseudo-code
03517 0803fa3c sub_803FA3C 08040148  sub_8040148 1.000 14        14        Same cleaned up assembly or pseudo-code
03518 0803fb24 sub_803FB24 08040230  sub_8040230 1.000 3         3         Same cleaned up assembly or pseudo-code
03519 0803fb38 sub_803FB38 08040244  sub_8040244 1.000 1         1         Same cleaned up assembly or pseudo-code
03520 0803fdd4 sub_803FDD4 080404e0  sub_80404E0 1.000 1         1         Same cleaned up assembly or pseudo-code
03521 0803ff50 sub_803FF50 0804065c  sub_804065C 1.000 4         4         Same cleaned up assembly or pseudo-code
03522 080401ec sub_80401EC 080408f8  sub_80408F8 1.000 3         3         Same cleaned up assembly or pseudo-code
03523 08040238 sub_8040238 08040944  sub_8040944 1.000 6         6         Same cleaned up assembly or pseudo-code
03524 08040270 sub_8040270 0804097c  sub_804097C 1.000 1         1         Same cleaned up assembly or pseudo-code
03525 080403b0 sub_80403B0 08040ac0  sub_8040AC0 1.000 4         4         Same cleaned up assembly or pseudo-code
03526 08040568 sub_8040568 08040c74  sub_8040C74 1.000 1         1         Same cleaned up assembly or pseudo-code
03527 0804057c sub_804057C 08040c88  sub_8040C88 1.000 7         7         Same cleaned up assembly or pseudo-code
03528 080405bc sub_80405BC 08040cc8  sub_8040CC8 1.000 1         1         Same cleaned up assembly or pseudo-code
03529 08040610 sub_8040610 08040d1c  sub_8040D1C 1.000 1         1         Same cleaned up assembly or pseudo-code
03530 08040634 sub_8040634 08040d40  sub_8040D40 1.000 1         1         Same cleaned up assembly or pseudo-code
03531 08040870 sub_8040870 08040f78  sub_8040F78 1.000 1         1         Same cleaned up assembly or pseudo-code
03532 08040db0 sub_8040DB0 080414b0  sub_80414B0 1.000 3         3         Same cleaned up assembly or pseudo-code
03533 08040dcc sub_8040DCC 080414cc  sub_80414CC 1.000 4         4         Same cleaned up assembly or pseudo-code
03534 080412c8 sub_80412C8 080419bc  sub_80419BC 1.000 1         1         Same cleaned up assembly or pseudo-code
03535 080412d4 sub_80412D4 080419c8  sub_80419C8 1.000 1         1         Same cleaned up assembly or pseudo-code
03536 08041584 sub_8041584 08041c74  sub_8041C74 1.000 12        12        Same cleaned up assembly or pseudo-code
03537 08041610 sub_8041610 08041d00  sub_8041D00 1.000 7         7         Same cleaned up assembly or pseudo-code
03538 0804168c sub_804168C 08041d7c  sub_8041D7C 1.000 1         1         Same cleaned up assembly or pseudo-code
03539 080416d4 sub_80416D4 08041dc4  sub_8041DC4 1.000 3         3         Same cleaned up assembly or pseudo-code
03540 080416f0 sub_80416F0 08041de0  sub_8041DE0 1.000 3         3         Same cleaned up assembly or pseudo-code
03541 0804170c sub_804170C 08041dfc  sub_8041DFC 1.000 3         3         Same cleaned up assembly or pseudo-code
03542 0804176c sub_804176C 08041e58  sub_8041E58 1.000 1         1         Same cleaned up assembly or pseudo-code
03543 08041b48 sub_8041B48 08042224  sub_8042224 1.000 14        14        Same cleaned up assembly or pseudo-code
03544 08041ed8 sub_8041ED8 0804259c  sub_804259C 1.000 11        11        Same cleaned up assembly or pseudo-code
03545 08041f94 sub_8041F94 08042658  sub_8042658 1.000 3         3         Same cleaned up assembly or pseudo-code
03546 08041fbc sub_8041FBC 08042680  sub_8042680 1.000 1         1         Same cleaned up assembly or pseudo-code
03547 08041fd4 sub_8041FD4 08042698  sub_8042698 1.000 1         1         Same cleaned up assembly or pseudo-code
03548 08041ff8 sub_8041FF8 080426b8  sub_80426B8 1.000 1         1         Same cleaned up assembly or pseudo-code
03549 08042428 sub_8042428 08042acc  sub_8042ACC 1.000 7         7         Same cleaned up assembly or pseudo-code
03550 080424a4 sub_80424A4 08042b48  sub_8042B48 1.000 6         6         Same cleaned up assembly or pseudo-code
03551 080425e4 sub_80425E4 08042c88  sub_8042C88 1.000 5         5         Same cleaned up assembly or pseudo-code
03552 08042690 sub_8042690 08042d34  sub_8042D34 1.000 5         5         Same cleaned up assembly or pseudo-code
03553 08042728 sub_8042728 08042dcc  sub_8042DCC 1.000 6         6         Same cleaned up assembly or pseudo-code
03554 080428b8 sub_80428B8 08042f5c  sub_8042F5C 1.000 20        20        Same cleaned up assembly or pseudo-code
03555 08042b44 sub_8042B44 0804321c  sub_804321C 1.000 6         6         Same cleaned up assembly or pseudo-code
03556 08042bb8 sub_8042BB8 08043290  sub_8043290 1.000 3         3         Same cleaned up assembly or pseudo-code
03557 08042c38 sub_8042C38 08043310  sub_8043310 1.000 1         1         Same cleaned up assembly or pseudo-code
03558 08042d90 sub_8042D90 080434a8  sub_80434A8 1.000 3         3         Same cleaned up assembly or pseudo-code
03559 08042db0 sub_8042DB0 080434c8  sub_80434C8 1.000 6         6         Same cleaned up assembly or pseudo-code
03560 08042df8 sub_8042DF8 08043510  sub_8043510 1.000 14        14        Same cleaned up assembly or pseudo-code
03561 08042e70 sub_8042E70 08043588  sub_8043588 1.000 1         1         Same cleaned up assembly or pseudo-code
03562 08042f98 sub_8042F98 080436b0  sub_80436B0 1.000 4         4         Same cleaned up assembly or pseudo-code
03563 08043010 sub_8043010 08043728  sub_8043728 1.000 8         8         Same cleaned up assembly or pseudo-code
03564 08043154 sub_8043154 080438fc  sub_80438FC 1.000 3         3         Same cleaned up assembly or pseudo-code
03565 08043170 sub_8043170 08043918  sub_8043918 1.000 4         4         Same cleaned up assembly or pseudo-code
03566 080431ac sub_80431AC 08045f70  sub_8045F70 1.000 1         1         Same cleaned up assembly or pseudo-code
03567 080431c0 sub_80431C0 0804395c  sub_804395C 1.000 1         1         Same cleaned up assembly or pseudo-code
03568 080434ec sub_80434EC 08043cc8  sub_8043CC8 1.000 1         1         Same cleaned up assembly or pseudo-code
03569 080435d4 sub_80435D4 08043db0  sub_8043DB0 1.000 1         1         Same cleaned up assembly or pseudo-code
03570 08043604 sub_8043604 08043de0  sub_8043DE0 1.000 1         1         Same cleaned up assembly or pseudo-code
03571 08043700 sub_8043700 08043edc  sub_8043EDC 1.000 11        11        Same cleaned up assembly or pseudo-code
03572 0804397c sub_804397C 0804417c  sub_804417C 1.000 3         3         Same cleaned up assembly or pseudo-code
03573 08043a14 sub_8043A14 08044214  sub_8044214 1.000 5         5         Same cleaned up assembly or pseudo-code
03574 08043b1c sub_8043B1C 0804431c  sub_804431C 1.000 5         5         Same cleaned up assembly or pseudo-code
03575 08043c0c sub_8043C0C 0804440c  sub_804440C 1.000 5         5         Same cleaned up assembly or pseudo-code
03576 08043cc8 sub_8043CC8 080444c8  sub_80444C8 1.000 11        11        Same cleaned up assembly or pseudo-code
03577 08043db8 sub_8043DB8 080445b8  sub_80445B8 1.000 9         9         Same cleaned up assembly or pseudo-code
03578 08043eb4 sub_8043EB4 080446b4  sub_80446B4 1.000 1         1         Same cleaned up assembly or pseudo-code
03579 08043f04 sub_8043F04 08044704  sub_8044704 1.000 3         3         Same cleaned up assembly or pseudo-code
03580 08043f1c sub_8043F1C 0804471c  sub_804471C 1.000 1         1         Same cleaned up assembly or pseudo-code
03581 0804408c sub_804408C 0804488c  sub_804488C 1.000 3         3         Same cleaned up assembly or pseudo-code
03582 080440ac sub_80440AC 080448ac  sub_80448AC 1.000 1         1         Same cleaned up assembly or pseudo-code
03583 080440b8 sub_80440B8 080448b8  sub_80448B8 1.000 1         1         Same cleaned up assembly or pseudo-code
03584 080440e8 sub_80440E8 080448e8  sub_80448E8 1.000 17        17        Same cleaned up assembly or pseudo-code
03585 0804419c sub_804419C 08044998  sub_8044998 1.000 5         5         Same cleaned up assembly or pseudo-code
03586 080441f0 sub_80441F0 080449ec  sub_80449EC 1.000 7         7         Same cleaned up assembly or pseudo-code
03587 080442d4 sub_80442D4 08044ad0  sub_8044AD0 1.000 1         1         Same cleaned up assembly or pseudo-code
03588 080442fc sub_80442FC 08044af8  sub_8044AF8 1.000 1         1         Same cleaned up assembly or pseudo-code
03589 08044310 sub_8044310 08044b0c  sub_8044B0C 1.000 4         4         Same cleaned up assembly or pseudo-code
03590 08044518 sub_8044518 08044d14  sub_8044D14 1.000 3         3         Same cleaned up assembly or pseudo-code
03591 0804457c sub_804457C 08044d78  sub_8044D78 1.000 1         1         Same cleaned up assembly or pseudo-code
03592 080445c4 sub_80445C4 08044dc0  sub_8044DC0 1.000 1         1         Same cleaned up assembly or pseudo-code
03593 08044630 sub_8044630 08044e2c  sub_8044E2C 1.000 7         7         Same cleaned up assembly or pseudo-code
03594 080446c8 sub_80446C8 08044ec4  sub_8044EC4 1.000 3         3         Same cleaned up assembly or pseudo-code
03595 080446e0 sub_80446E0 08044edc  sub_8044EDC 1.000 1         1         Same cleaned up assembly or pseudo-code
03596 08044940 sub_8044940 0804513c  sub_804513C 1.000 14        14        Same cleaned up assembly or pseudo-code
03597 08044b24 sub_8044B24 08066d30  sub_8066D30 1.000 1         1         Same cleaned up assembly or pseudo-code
03598 08044b98 sub_8044B98 08045388  sub_8045388 1.000 4         4         Same cleaned up assembly or pseudo-code
03599 08044dcc sub_8044DCC 080455bc  sub_80455BC 1.000 7         7         Same cleaned up assembly or pseudo-code
03600 08044f3c sub_8044F3C 0804572c  sub_804572C 1.000 3         3         Same cleaned up assembly or pseudo-code
03601 08044fb8 sub_8044FB8 080457a8  sub_80457A8 1.000 1         1         Same cleaned up assembly or pseudo-code
03602 08044fd0 sub_8044FD0 080457c0  sub_80457C0 1.000 1         1         Same cleaned up assembly or pseudo-code
03603 08045058 sub_8045058 08045848  sub_8045848 1.000 3         3         Same cleaned up assembly or pseudo-code
03604 08045124 sub_8045124 08045914  sub_8045914 1.000 1         1         Same cleaned up assembly or pseudo-code
03605 08045170 sub_8045170 08045960  sub_8045960 1.000 3         3         Same cleaned up assembly or pseudo-code
03606 08045194 sub_8045194 08045984  sub_8045984 1.000 10        10        Same cleaned up assembly or pseudo-code
03607 080451fc sub_80451FC 080459ec  sub_80459EC 1.000 14        14        Same cleaned up assembly or pseudo-code
03608 0804528c sub_804528C 08045a7c  sub_8045A7C 1.000 15        15        Same cleaned up assembly or pseudo-code
03609 08045334 sub_8045334 08045b20  sub_8045B20 1.000 1         1         Same cleaned up assembly or pseudo-code
03610 08045354 sub_8045354 08045b40  sub_8045B40 1.000 27        27        Same cleaned up assembly or pseudo-code
03611 08045448 sub_8045448 08045c34  sub_8045C34 1.000 8         8         Same cleaned up assembly or pseudo-code
03612 080454c0 sub_80454C0 08045cac  sub_8045CAC 1.000 7         7         Same cleaned up assembly or pseudo-code
03613 08045500 sub_8045500 08045cec  sub_8045CEC 1.000 3         3         Same cleaned up assembly or pseudo-code
03614 08045540 sub_8045540 08045d2c  sub_8045D2C 1.000 3         3         Same cleaned up assembly or pseudo-code
03615 08045784 sub_8045784 0805226c  sub_805226C 1.000 1         1         Same cleaned up assembly or pseudo-code
03616 08045790 sub_8045790 08045f7c  sub_8045F7C 1.000 17        17        Same cleaned up assembly or pseudo-code
03617 080459b0 sub_80459B0 0804619c  sub_804619C 1.000 5         5         Same cleaned up assembly or pseudo-code
03618 080459f0 sub_80459F0 080461dc  sub_80461DC 1.000 15        15        Same cleaned up assembly or pseudo-code
03619 08045ab8 sub_8045AB8 080462a4  sub_80462A4 1.000 11        11        Same cleaned up assembly or pseudo-code
03620 08045bc8 sub_8045BC8 080463b4  sub_80463B4 1.000 9         9         Same cleaned up assembly or pseudo-code
03621 08045c38 sub_8045C38 08046424  sub_8046424 1.000 1         1         Same cleaned up assembly or pseudo-code
03622 08045c54 sub_8045C54 08046440  sub_8046440 1.000 9         9         Same cleaned up assembly or pseudo-code
03623 08045d24 sub_8045D24 08046510  sub_8046510 1.000 1         1         Same cleaned up assembly or pseudo-code
03624 08045e18 sub_8045E18 08046604  sub_8046604 1.000 3         3         Same cleaned up assembly or pseudo-code
03625 08045ea8 sub_8045EA8 08046694  sub_8046694 1.000 7         7         Same cleaned up assembly or pseudo-code
03626 08045fc4 sub_8045FC4 080467b0  sub_80467B0 1.000 11        11        Same cleaned up assembly or pseudo-code
03627 08046114 sub_8046114 08046900  sub_8046900 1.000 13        13        Same cleaned up assembly or pseudo-code
03628 080461a4 sub_80461A4 08046990  sub_8046990 1.000 13        13        Same cleaned up assembly or pseudo-code
03629 08046288 sub_8046288 080438e0  sub_80438E0 1.000 1         1         Same cleaned up assembly or pseudo-code
03630 080463c8 sub_80463C8 08046bb0  sub_8046BB0 1.000 10        10        Same cleaned up assembly or pseudo-code
03631 08046464 sub_8046464 08046c4c  sub_8046C4C 1.000 1         1         Same cleaned up assembly or pseudo-code
03632 080464bc sub_80464BC 08046ca4  sub_8046CA4 1.000 14        14        Same cleaned up assembly or pseudo-code
03633 08046598 sub_8046598 08046d80  sub_8046D80 1.000 10        10        Same cleaned up assembly or pseudo-code
03634 08046600 sub_8046600 08046de8  sub_8046DE8 1.000 6         6         Same cleaned up assembly or pseudo-code
03635 08046674 sub_8046674 08046e5c  sub_8046E5C 1.000 6         6         Same cleaned up assembly or pseudo-code
03636 080466c8 sub_80466C8 08046eb0  sub_8046EB0 1.000 10        10        Same cleaned up assembly or pseudo-code
03637 08046730 sub_8046730 08046f18  sub_8046F18 1.000 6         6         Same cleaned up assembly or pseudo-code
03638 08046760 sub_8046760 08046f48  sub_8046F48 1.000 44        44        Same cleaned up assembly or pseudo-code
03639 08046994 sub_8046994 0804717c  sub_804717C 1.000 1         1         Same cleaned up assembly or pseudo-code
03640 080469c4 sub_80469C4 080471ac  sub_80471AC 1.000 5         5         Same cleaned up assembly or pseudo-code
03641 08046a54 sub_8046A54 0804723c  sub_804723C 1.000 4         4         Same cleaned up assembly or pseudo-code
03642 08046a7c sub_8046A7C 08047264  sub_8047264 1.000 10        10        Same cleaned up assembly or pseudo-code
03643 08046b48 sub_8046B48 08047330  sub_8047330 1.000 1         1         Same cleaned up assembly or pseudo-code
03644 08046b5c sub_8046B5C 08047344  sub_8047344 1.000 1         1         Same cleaned up assembly or pseudo-code
03645 08046b6c sub_8046B6C 08047354  sub_8047354 1.000 1         1         Same cleaned up assembly or pseudo-code
03646 08046b8c sub_8046B8C 08047374  sub_8047374 1.000 4         4         Same cleaned up assembly or pseudo-code
03647 08046bc4 sub_8046BC4 080473ac  sub_80473AC 1.000 4         4         Same cleaned up assembly or pseudo-code
03648 08046bf8 sub_8046BF8 080473e0  sub_80473E0 1.000 4         4         Same cleaned up assembly or pseudo-code
03649 08046c3c sub_8046C3C 08047424  sub_8047424 1.000 12        12        Same cleaned up assembly or pseudo-code
03650 08046cd4 sub_8046CD4 080474bc  sub_80474BC 1.000 4         4         Same cleaned up assembly or pseudo-code
